id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
37382,Nils Frykberg,M,24.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 1,500 metres",
37416,Mario Fuchs,M,33.0,183.0,83.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Boardercross,
37421,Peter Fuchs,M,20.0,,,Great Britain,GBR,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
37444,"Hernn Fuentes Besoain, Jr.",M,34.0,,,Chile,CHI,1952 Summer,1952,Summer,Helsinki,Modern Pentathlon,Modern Pentathlon Men's Individual,
37449,"Julio Fuentes Besoain, Sr.",M,27.0,190.0,84.0,Chile,CHI,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,
37482,Takuro Fujii,M,23.0,184.0,82.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
37482,Takuro Fujii,M,23.0,184.0,82.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
37486,Ryoji Fujiki,M,24.0,175.0,72.0,Japan,JPN,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
37519,Takashi Fujisawa,M,24.0,160.0,55.0,Japan,JPN,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
37522,Akira Fujita,M,24.0,,,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,
37553,Kaoru Fukuda,M,24.0,182.0,76.0,Japan,JPN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,000 metres",
37554,Kiyoko Fukuda,F,21.0,178.0,67.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,
37583,Shigeo Fukushima,M,21.0,181.0,75.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
37590,Christine Fulcher,F,17.0,173.0,60.0,Ireland,IRL,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Backstroke,
37597,Siegfried Flle,M,20.0,168.0,62.0,Germany,GER,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
37597,Siegfried Flle,M,25.0,168.0,62.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,
37599,Amy Lynn Fuller (-Kearney),F,28.0,188.0,82.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,
37627,Kazuyoshi Funaki,M,26.0,175.0,62.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
37631,"Susanne ""Sue"" Funch (-McCarthy)",F,17.0,160.0,54.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Butterfly,
37638,"Michael ""Mike"" Fung-a-Wing",M,17.0,169.0,70.0,Suriname,SUR,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
37644,Zita-Eva Funkenhauser,F,26.0,180.0,63.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Women's Foil, Individual",
37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,35.0,168.0,68.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,47.0,168.0,68.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
37685,Philipp Frst,M,27.0,172.0,70.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,
37709,Midori Furusawa,F,27.0,159.0,51.0,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,
37740,"Christopher John ""Chris"" Fydler",M,27.0,197.0,91.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
37749,Leonid Aleksandrovich Fyodorov,M,31.0,,,Soviet Union,URS,1960 Winter,1960,Winter,Squaw Valley,Nordic Combined,Nordic Combined Men's Individual,
37754,Nina Viktorovna Fyodorova-Baldycheva,F,28.0,160.0,55.0,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
37755,Olga Olegovna Fyodorova-Stulneva,F,30.0,172.0,75.0,Russia-1,RUS,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,
37760,Kroly Gal,M,26.0,171.0,68.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
37785,Franz X. Gabl,M,26.0,,,Austria,AUT,1948 Winter,1948,Winter,Sankt Moritz,Alpine Skiing,Alpine Skiing Men's Downhill,Silver
37806,Willi Gabriel,M,36.0,165.0,63.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Archery,Archery Men's Individual,
37807,Gabriel Barbosa Almeida,M,19.0,178.0,68.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
37826,Pawe Gaca,M,34.0,165.0,67.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,
37833,Eugeniusz Gaczkowski,M,35.0,180.0,74.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,
37844,Carlo Gaddi,M,38.0,186.0,72.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,
37852,"Jeffrey ""Jeff"" Gadley",M,24.0,175.0,82.0,United States-1,USA,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,
37868,Pierre-Richard Gaetjens,M,17.0,160.0,50.0,Haiti,HAI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,
37882,Dragan Gagi,M,24.0,172.0,61.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,
37899,Marie-Michle Gagnon,F,24.0,177.0,68.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,
37918,Iluta Gaile,F,23.0,166.0,64.0,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Luge,Luge Women's Singles,
37920,"Francis ""Frank"" Gailey",M,22.0,,,Australia,AUS,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's One Mile Freestyle,Bronze
37934,Chryste Dionne Gaines,F,29.0,170.0,57.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,
37942,Jens Gaiser,M,23.0,187.0,75.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Nordic Combined,Nordic Combined Men's Sprint,
37955,Jan Gajdo,M,32.0,,,Czechoslovakia,TCH,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,
37991,Petros Galaktopoulos,M,23.0,172.0,74.0,Greece,GRE,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
37996,"James Barrett ""Jim"" Galanes",M,19.0,185.0,77.0,United States,USA,1976 Winter,1976,Winter,Innsbruck,Nordic Combined,Nordic Combined Men's Individual,
38001,Fabio Galante,M,22.0,185.0,78.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
38012,Stphane Galbert,M,31.0,180.0,97.0,France,FRA,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,
38023,Tristan Gale (-Geisler),F,21.0,157.0,52.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Skeleton,Skeleton Women's Skeleton,Gold
38051,Divina Mary Galica,F,23.0,172.0,60.0,Great Britain,GBR,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,
38051,Divina Mary Galica,F,27.0,172.0,60.0,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
38064,Dimitar Galinchev,M,30.0,,,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
38079,Luiza Galiulina,F,16.0,145.0,35.0,Uzbekistan,UZB,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,
38092,Sergey Vitalyevich Galkov,M,23.0,186.0,84.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
38097,Darryn Gallagher,M,31.0,188.0,86.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,
38103,"Michael Donald ""Mike"" Gallagher",M,26.0,183.0,80.0,United States,USA,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
38108,Rebecca Gallantree,F,27.0,166.0,60.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,
38136,Alfredo Galli,M,,,,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",
38139,James Galli,M,,,,France,FRA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,
38145,Simone Galli,M,27.0,180.0,80.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,
38212,Anabel Gambero Erdozain,F,28.0,165.0,58.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
38213,Antoine Gambert,M,17.0,165.0,50.0,France,FRA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,
38243,Vtor Manuel Gomes Gamito,M,30.0,183.0,66.0,Portugal,POR,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
38244,Arie Gamliel,M,26.0,165.0,48.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",
38295,Stphane Michiel Ivan Ganeff,M,29.0,185.0,77.0,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",
38306,Gang Chil-Gu,M,21.0,170.0,59.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
38332,Gang Man-Su,M,20.0,195.0,95.0,South Korea,KOR,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,
38337,Gang Min-Hyeok,M,24.0,175.0,75.0,South Korea,KOR,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,
38341,Gang Pil-Seon,M,24.0,182.0,83.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,
38360,Gankhuyagiin Gan-Erdene,M,23.0,162.0,49.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,
38380,Isoup Ganthy,M,26.0,,,Cambodia,CAM,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",
38412,Gao Lin,M,22.0,186.0,81.0,China,CHN,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
38416,Gao Min,F,21.0,162.0,50.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Diving,Diving Women's Springboard,Gold
38419,Rabiou Guero Gao,M,24.0,170.0,58.0,Niger,NIG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",
38421,Gao Shuying,F,28.0,180.0,62.0,China,CHN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Pole Vault,
38444,Romano Garagnani,M,39.0,174.0,69.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed Skeet,
38450,Ivan Ivanovich Garanin,M,26.0,175.0,72.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
38468,"Steponas ""Stepas"" Garbaiauskas",M,24.0,,,Lithuania,LTU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,
38478,Tathiana Garbin,F,27.0,175.0,65.0,Italy-2,ITA,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Doubles,
38494,Alberto Garca Castillo,M,15.0,176.0,63.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
38508,Anier Octavio Garca Ortz,M,28.0,189.0,79.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Bronze
38510,Antonio Garca Hernndez,M,27.0,180.0,70.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Individual",
38510,Antonio Garca Hernndez,M,31.0,180.0,70.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Team",
38520,Blanca Garca,F,21.0,185.0,83.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,
38528,Carlos Garca Martnez,M,22.0,163.0,62.0,Cuba,CUB,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,
38533,Cline Garcia (-Cuisant),F,24.0,181.0,81.0,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,
38546,Emilio Garca Bengoechea,M,21.0,186.0,83.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,
38549,Ernesto Garca Pinheiro,M,23.0,,,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,
38550,Erwin Garca,M,22.0,165.0,70.0,Nicaragua,NCA,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Middleweight,
38556,Federico Garca,M,24.0,,,Chile,CHI,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
38569,Guillermo Garca Castillo,M,16.0,180.0,72.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
38574,Hctor Garca Otero,M,22.0,,,Uruguay,URU,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,
38588,Javier Garca Delgado,M,19.0,178.0,74.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Foil, Individual",
38621,Juan Carlos Garca Triana,M,20.0,167.0,65.0,Colombia,COL,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",
38621,Juan Carlos Garca Triana,M,36.0,167.0,65.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",
38628,Kimberly Garca Len,F,22.0,164.0,51.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
38639,Magalys Garca Leliebre,F,24.0,178.0,71.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Heptathlon,
38641,Manuel Garca Valinas,M,28.0,175.0,68.0,Spain,ESP,1984 Winter,1984,Winter,Sarajevo,Biathlon,Biathlon Men's 10 kilometres Sprint,
38651,Martha Aurora Garca Mayo,F,27.0,172.0,70.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,
38655,Miguel Garca Onsalo,M,22.0,,,Spain,ESP,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,
38666,Nuria Garca Daz,F,15.0,147.0,33.0,Spain,ESP,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
38672,Ovidio M. Garca Martnez,M,25.0,,,Spain,ESP,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Slalom,
38699,Sharette Y. Garca,F,27.0,162.0,47.0,Belize,BIZ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 800 metres,
38708,Wilfredo Garca Quintana,M,22.0,160.0,54.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
38711,Xavier Garca Gadea,M,20.0,198.0,92.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,
38719,"Juan de Dios ""Juantxo"" Garca-Maurio Snchs",M,28.0,169.0,62.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
38752,Pauline Margrit Gardiner (-David),F,19.0,167.0,59.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Women's Balance Beam,
38766,Maureen Angela Jane Gardner (-Dyson),F,19.0,172.0,59.0,Great Britain,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,
38811,Zulfiya Raifovna Garipova,F,26.0,167.0,56.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Lightweight,
38872,Luis Garrido,M,36.0,,,Puerto Rico,PUR,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Trap,
38873,Orlando Remberto Garrido Luloaga,M,28.0,,78.5,Cuba,CUB,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Light-Heavyweight,
38887,Maria Magdalena Garro,F,27.0,160.0,60.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
38896,Audun Egil Garshol,M,20.0,180.0,75.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,
38932,"Kebapetse ""Bobby"" Gaseitsiwe",M,21.0,178.0,66.0,Botswana,BOT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,
38949,Jzef Gsienica Sobczak,M,21.0,178.0,78.0,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
38950,Agnieszka Anna Gsienica-Daniel,F,22.0,159.0,58.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
38953,Lupematasila Bob Gasio,M,30.0,158.0,75.0,Samoa,SAM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,
38960,Pau Gasol Sez,M,32.0,215.0,115.0,Spain,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
38992,Barbara Gasser,F,22.0,165.0,57.0,Austria,AUT,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Floor Exercise,
39004,Bryl milie Paulette Gastaldello,F,21.0,176.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
39035,Justin Alexander Gatlin,M,30.0,186.0,80.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,
39039,Carlos Alberto Gats,M,26.0,181.0,73.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,
39042,Jason Gatson,M,24.0,165.0,72.0,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,
39069,Daniel Gaudet,M,24.0,160.0,61.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,
39070,Emanuele Gaudiano,M,30.0,175.0,70.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
39143,Marcelino Gaviln y Ponce de Len,M,39.0,,,Spain,ESP,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Jumping, Individual",
39143,Marcelino Gaviln y Ponce de Len,M,43.0,,,Spain,ESP,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Men's Jumping, Individual",
39149,Juliana Gaviria Rendn,F,21.0,165.0,58.0,Colombia,COL,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,
39169,Sanja Gavrilovi,F,21.0,178.0,80.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Hammer Throw,
39180,Stephen Gawthorpe,M,26.0,178.0,65.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,
39181,Wiesaw Stanisaw Gawowski,M,22.0,180.0,80.0,Poland,POL,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,
39205,Barbara Gayle,F,15.0,169.0,58.0,Guam,GUM,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,
39213,Marie Gayot,F,26.0,171.0,58.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,
39216,Fernando Gazapo de Sarraga,M,27.0,,,Spain,ESP,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
39237,Andrs Gazzotti,M,40.0,,,Argentina,ARG,1936 Summer,1936,Summer,Berlin,Polo,Polo Men's Polo,Gold
39244,Nureni Gbadamosi,M,32.0,153.0,57.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,
39252,Viera Gbrov,F,22.0,170.0,70.0,Slovakia,SVK,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,
39272,Gabriele Gebauer,F,26.0,180.0,76.0,Austria,AUT,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Women's Handball,
39275,Houry A. Gebeshian,F,27.0,152.0,48.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
39277,"Michael William ""Mike"" Gebhardt",M,26.0,170.0,67.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Men's Windsurfer,Silver
39284,Ahmed Gebrel,M,21.0,180.0,73.0,Palestine,PLE,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
39290,Hagos Gebrhiwet Berhe,M,22.0,171.0,56.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Bronze
39301,Vibecke Caroline Gedde-Dahl,F,20.0,166.0,62.0,Norway,NOR,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
39340,Andr Gegout (-Firasse),M,19.0,,,France,FRA,1924 Winter,1924,Winter,Chamonix,Speed Skating,"Speed Skating Men's 5,000 metres",
39360,Oscar Arnold Geier,M,49.0,,,Switzerland-2,SUI,1932 Winter,1932,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Two,Silver
39379,"Donald David Geisler, III",M,25.0,185.0,80.0,Philippines,PHI,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Welterweight,
39412,Nndor Gelnesi,M,23.0,181.0,90.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
39423,Imre Gellrt,M,23.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,
39441,Donald Leslie Gemmell,M,23.0,,,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,
39446,Bruno Gnard,M,27.0,181.0,70.0,France,FRA,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,
39487,Georgios Gennimatas,M,,,,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's 100 metres,
39488,Daniel Genon,M,20.0,,,Belgium,BEL,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Lightweight,
39500,Josef Genschieder,M,21.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
39505,Lee Gentil,M,33.0,175.0,86.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,
39531,Grigorios Georgakopoulos,M,,,,Greece,GRE,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 1,500 metres",
39545,"Christopher Coleman ""Chris"" George",M,20.0,188.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
39569,Rudolph George,M,23.0,185.0,70.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,
39615,Simeon Georgiev,M,22.0,176.0,75.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,
39617,Stefan Georgiev,M,20.0,,,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,
39631,Tanya Georgieva,F,22.0,178.0,70.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
39637,Marios Georgiou,M,18.0,167.0,63.0,Cyprus,CYP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
39652,Agnes Geraghty (-McAndrews),F,16.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 200 metres Breaststroke,Silver
